mlbamID,G ,G_batting,G_defense,G_p,GS ,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of
450317,129,129,122,0,122,122,0,0,0,0,0,0,0,0
450351,34,2,34,34,34,0,0,0,0,0,0,0,0,0
450665,2,2,2,2,0,0,0,0,0,0,0,0,0,0
450729,32,2,32,32,31,0,0,0,0,0,0,0,0,0
450852,46,45,46,46,0,0,0,0,0,0,0,0,0,0
450864,5,0,5,5,0,0,0,0,0,0,0,0,0,0
451085,12,1,12,12,12,0,0,0,0,0,0,0,0,0
451109,64,64,53,0,33,50,1,0,0,0,1,0,1,2
451135,10,0,10,10,0,0,0,0,0,0,0,0,0,0
451143,10,10,7,0,7,0,2,0,3,0,2,0,0,2
451186,2,2,2,0,1,0,0,0,0,0,2,0,0,2
451188,40,40,40,0,28,0,1,8,27,9,0,0,0,0
451198,4,4,3,0,2,0,0,0,0,0,2,0,1,3
451216,57,56,57,57,0,0,0,0,0,0,0,0,0,0
451259,11,11,10,0,8,10,0,0,0,0,0,0,0,0
451482,8,8,8,8,8,0,0,0,0,0,0,0,0,0
451500,23,23,19,0,23,0,19,0,0,0,0,0,0,0
451532,32,30,32,32,32,0,0,0,0,0,0,0,0,0
451584,30,2,29,29,29,0,0,0,0,0,0,0,0,0
451585,34,33,34,34,0,0,0,0,0,0,0,0,0,0
451594,125,125,122,0,119,0,0,0,0,0,0,122,0,122
451596,33,31,33,33,33,0,0,0,0,0,0,0,0,0
451629,18,18,17,0,12,0,0,0,0,0,6,10,3,17
451650,6,0,6,6,0,0,0,0,0,0,0,0,0,0
451713,46,46,43,0,43,0,0,0,0,0,40,0,3,43
451773,7,0,7,7,0,0,0,0,0,0,0,0,0,0
451775,47,46,47,47,0,0,0,0,0,0,0,0,0,0
451788,33,31,33,33,33,0,0,0,0,0,0,0,0,0
451990,12,11,12,12,0,0,0,0,0,0,0,0,0,0
452035,55,55,49,0,45,0,14,0,0,0,37,0,0,37
452061,10,0,10,10,0,0,0,0,0,0,0,0,0,0
452095,38,38,34,0,31,31,3,0,0,0,0,0,0,0
452096,26,26,15,0,0,0,0,0,0,0,0,15,0,15
452104,113,113,107,0,102,0,0,0,107,0,0,0,0,0
452121,97,97,83,0,46,0,22,6,0,0,9,11,43,59
452199,25,25,17,0,14,0,6,0,11,0,0,0,1,1
452220,86,86,84,0,83,0,0,0,0,84,0,0,0,0
