playerName,mlbamID,Tm,Lg,Pos
Sean Nicol,573059,WAS,NL,SS
Johan Rodriguez,596727,WAS,NL,SS
Francisco Soriano,524308,WAS,NL,SS
Craig Counsell,112736,,,SS
Cody Johnson,451080,NYA,AL,
Vladimir Guerrero,115223,,,
Jorge Posada,120691,,,
Hideki Matsui,425686,,,
Johnny Damon,113028,,,
Manny Ramirez,,OAK,AL,OF
Yoenis Cespedes,493316,OAK,AL,OF
